fecha;Open;High;Low;Close;Volume;Currency
19/12/2017;0.9985;1.01;0.99;1.01;2184422;USD
20/12/2017;1.01;1.01;0.9909;0.9945;1891661;USD
21/12/2017;0.9945;0.995;0.9945;0.995;1745303;USD
22/12/2017;0.995;1.04;0.995;1.03;4501494;USD
23/12/2017;1.03;1.04;1.01;1.03;2499631;USD
24/12/2017;1.03;1.03;1.01;1.02;3846179;USD
25/12/2017;1.02;1.03;1.0;1.01;3450891;USD
26/12/2017;1.01;1.02;0.9993;1.0;2868584;USD
27/12/2017;1.0;1.01;0.9952;1.01;1771857;USD
28/12/2017;1.01;1.03;1.0;1.02;5004518;USD
29/12/2017;1.02;1.02;1.01;1.02;1811523;USD
30/12/2017;1.02;1.03;1.02;1.02;4025631;USD
31/12/2017;1.02;1.03;1.01;1.02;973137;USD
01/01/2018;1.02;1.03;1.01;1.01;1620590;USD
02/01/2018;1.01;1.02;1.01;1.02;915821;USD
03/01/2018;1.02;1.02;1.0;1.01;1091718;USD
04/01/2018;1.01;1.02;1.01;1.02;2307218;USD
05/01/2018;1.02;1.02;0.9993;1.0;3268557;USD
06/01/2018;1.0;1.01;0.9955;1.0;1811751;USD
07/01/2018;1.0;1.0;0.99;0.997;1208362;USD
08/01/2018;0.997;1.0;0.997;1.0;3217608;USD
09/01/2018;1.0;1.01;1.0;1.01;2502904;USD
10/01/2018;1.01;1.01;0.996;1.0;3026512;USD
11/01/2018;1.0;10.089;0.9942;0.9942;1240786;USD
13/01/2018;1.017;1.017;0.9926;1.01;773770;USD
14/01/2018;1.01;1.01;0.9996;10.082;5069449;USD
15/01/2018;10.082;10.082;1.0;10.034;5824967;USD
16/01/2018;10.034;1.03;10.018;1.03;8319629;USD
17/01/2018;1.03;1.03;10.023;10.126;11232001;USD
18/01/2018;10.126;10.235;10.118;10.235;4569710;USD
19/01/2018;10.235;10.235;1.015;10.174;7380190;USD
20/01/2018;10.174;1.02;10.054;10.122;3126936;USD
21/01/2018;10.122;1.016;10.051;10.068;2307435;USD
22/01/2018;10.068;1.015;10.027;10.093;4127749;USD
23/01/2018;10.093;10.115;10.001;1.003;5878230;USD
24/01/2018;1.003;10.088;10.013;10.036;4812792;USD
25/01/2018;10.036;10.084;0.9964;10.028;4770926;USD
26/01/2018;10.028;10.054;0.9968;10.004;3097241;USD
27/01/2018;10.004;10.004;0.995;0.995;4898148;USD
28/01/2018;0.995;0.997;0.934;0.9795;5221368;USD
29/01/2018;0.9795;0.998;0.95;0.9913;6180937;USD
30/01/2018;0.9924;10.464;0.9765;0.982;14383895;USD
31/01/2018;0.982;0.9866;0.982;0.9866;6149478;USD
01/02/2018;0.9866;0.9866;0.9704;0.9796;11828451;USD
02/02/2018;0.9797;0.9908;0.9797;0.9908;10724159;USD
03/02/2018;0.9908;0.9965;0.99;0.9965;3976267;USD
04/02/2018;0.9965;0.9965;0.9885;0.9964;3229191;USD
05/02/2018;0.9964;0.9964;0.9875;0.9899;7877001;USD
06/02/2018;0.9899;10.014;0.9868;10.014;10486445;USD
07/02/2018;10.014;10.014;0.9989;1.001;3561423;USD
08/02/2018;1.001;1.001;10.005;10.005;1879932;USD
09/02/2018;10.005;10.041;10.005;10.041;1916645;USD
10/02/2018;10.041;10.041;10.022;10.029;3005831;USD
11/02/2018;10.028;10.028;10.013;10.013;2722481;USD
12/02/2018;10.013;10.013;0.9996;1.001;1654711;USD
13/02/2018;1.001;1.001;10.004;10.008;1642382;USD
14/02/2018;10.008;10.023;10.008;10.023;1773836;USD
15/02/2018;10.021;1.004;10.021;1.004;2507784;USD
16/02/2018;1.004;1.004;10.032;10.032;1826634;USD
17/02/2018;10.197;10.197;10.028;1.006;1512574;USD
18/02/2018;1.006;1.006;10.035;10.058;3599780;USD
19/02/2018;10.058;10.058;10.027;10.034;1843609;USD
20/02/2018;10.034;10.034;10.006;10.019;4859301;USD
21/02/2018;10.024;10.029;0.9999;10.029;5139166;USD
22/02/2018;10.036;10.036;1.002;1.002;3199539;USD
23/02/2018;10.018;10.018;10.008;1.001;2855581;USD
24/02/2018;1.001;1.003;10.009;1.003;2416952;USD
25/02/2018;1.003;1.003;10.024;10.025;2925391;USD
26/02/2018;10.025;10.025;10.015;10.015;4562479;USD
27/02/2018;10.015;10.025;10.015;10.025;1085059;USD
28/02/2018;10.025;10.025;10.007;10.011;2127098;USD
01/03/2018;10.011;10.011;0.9994;10.002;3787989;USD
02/03/2018;10.002;10.003;10.001;10.003;815314;USD
03/03/2018;10.002;10.015;10.002;10.015;1010480;USD
04/03/2018;10.015;10.023;10.015;10.023;1103789;USD
05/03/2018;10.023;10.023;10.008;1.001;2956776;USD
06/03/2018;1.001;1.001;10.002;10.008;2846533;USD
07/03/2018;10.008;10.034;10.008;10.034;2591527;USD
08/03/2018;10.034;10.044;0.9834;10.044;5343663;USD
09/03/2018;10.046;10.046;10.013;1.003;2805636;USD
10/03/2018;1.003;10.034;1.002;10.034;1251375;USD
11/03/2018;10.034;1.007;10.034;1.007;1154212;USD
12/03/2018;1.007;1.007;10.036;10.036;1187353;USD
13/03/2018;10.036;10.036;0.9994;1.002;2028639;USD
14/03/2018;1.002;10.023;1.002;10.023;1897136;USD
15/03/2018;10.023;10.023;0.9939;10.007;4504161;USD
16/03/2018;10.007;10.014;0.9994;10.014;1340198;USD
17/03/2018;10.014;10.024;0.9943;10.024;1012028;USD
18/03/2018;10.024;10.024;0.9929;0.9978;2772472;USD
19/03/2018;0.9978;10.016;0.9978;10.016;2046256;USD
20/03/2018;10.017;10.029;0.9986;10.029;1899371;USD
21/03/2018;10.029;10.029;0.9967;10.015;1069105;USD
22/03/2018;10.015;10.015;10.009;10.014;971532;USD
23/03/2018;10.014;10.014;0.9991;10.007;1532844;USD
24/03/2018;10.007;10.023;0.9848;10.023;729319;USD
25/03/2018;10.023;10.028;10.022;10.028;635939;USD
26/03/2018;10.028;10.035;10.017;10.035;1328379;USD
27/03/2018;10.035;10.045;10.028;10.045;1640880;USD
28/03/2018;10.045;10.045;10.015;10.015;774224;USD
29/03/2018;10.015;10.015;0.9958;0.9982;3016995;USD
30/03/2018;0.9982;0.9982;0.9944;0.9967;2609480;USD
31/03/2018;0.9967;10.003;0.9966;10.003;368233;USD
01/04/2018;10.003;10.004;0.9941;10.004;1996155;USD
02/04/2018;10.004;10.016;0.9996;10.016;655741;USD
03/04/2018;10.016;10.027;0.9989;10.027;1276105;USD
04/04/2018;10.027;10.027;0.9963;10.002;1711784;USD
05/04/2018;10.002;10.006;1.0;10.006;973603;USD
06/04/2018;10.006;10.006;0.9979;10.005;1058155;USD
07/04/2018;10.005;10.021;0.9987;10.021;3119656;USD
08/04/2018;10.021;10.021;0.9981;0.9996;1658189;USD
09/04/2018;0.9996;10.166;0.9993;10.011;952659;USD
10/04/2018;10.011;1.023;0.9488;10.011;457109;USD
11/04/2018;10.011;10.165;0.9992;10.001;841571;USD
12/04/2018;10.001;10.102;0.9952;0.9999;2625652;USD
13/04/2018;0.9999;10.087;0.9994;10.004;2912447;USD
14/04/2018;10.004;10.109;1.0;10.004;831049;USD
15/04/2018;10.004;10.053;0.9992;10.002;789692;USD
16/04/2018;10.002;10.034;0.9983;10.001;2002525;USD
17/04/2018;10.001;10.124;0.9993;0.9995;1113352;USD
18/04/2018;0.9995;1.011;0.9992;10.001;1003949;USD
19/04/2018;10.001;10.077;0.9995;10.005;784134;USD
20/04/2018;10.005;10.035;0.997;10.019;1684930;USD
21/04/2018;10.019;10.032;0.9932;10.002;985044;USD
22/04/2018;10.002;10.042;0.9952;1.003;710350;USD
23/04/2018;1.003;10.043;0.999;10.019;777446;USD
24/04/2018;10.019;1.004;0.9975;10.017;2133433;USD
25/04/2018;10.018;10.044;10.001;10.005;3522334;USD
26/04/2018;10.005;1.007;10.001;10.004;3435284;USD
27/04/2018;10.004;10.043;0.999;10.009;1892111;USD
28/04/2018;10.009;10.015;10.005;10.005;1633328;USD
29/04/2018;10.005;1.003;0.9991;1.001;1933166;USD
30/04/2018;1.001;10.046;0.9998;10.002;1655430;USD
01/05/2018;10.002;10.041;0.9998;1.001;1738532;USD
02/05/2018;1.001;1.002;0.9996;0.9996;2372350;USD
03/05/2018;0.9996;0.9999;0.9939;0.9965;3552016;USD
04/05/2018;0.9965;10.002;0.9951;0.9982;4591928;USD
05/05/2018;0.9982;0.9999;0.9922;0.993;1663065;USD
06/05/2018;0.993;0.9992;0.989;0.9937;1087914;USD
07/05/2018;0.9937;1.0;0.989;1.0;1940870;USD
08/05/2018;0.998;10.012;0.9975;10.001;5913999;USD
09/05/2018;10.001;10.003;0.999;1.0;3595778;USD
10/05/2018;1.0;10.007;0.999;0.999;5775162;USD
11/05/2018;0.999;10.007;0.999;0.9992;1726807;USD
12/05/2018;0.9992;10.007;0.999;10.001;1080224;USD
13/05/2018;10.001;1.002;0.9991;1.0;507510;USD
14/05/2018;1.0;10.002;0.9991;0.9999;906011;USD
15/05/2018;0.9999;10.003;0.9995;1.0;1453311;USD
16/05/2018;1.0;10.049;0.9994;10.011;1566266;USD
17/05/2018;10.011;10.012;0.9998;10.007;809989;USD
18/05/2018;10.007;1.002;0.9942;0.9979;2135996;USD
19/05/2018;0.9979;1.0;0.9979;0.9998;981038;USD
20/05/2018;0.9998;10.014;0.998;10.002;408073;USD
21/05/2018;10.002;1.002;0.9972;0.9985;1769151;USD
22/05/2018;0.9983;1.0;0.99;0.9988;1860180;USD
23/05/2018;0.9988;1.001;0.995;0.9998;1295355;USD
24/05/2018;0.9998;10.009;0.9905;0.9996;1213728;USD
25/05/2018;0.9996;10.007;0.9982;0.9998;955804;USD
26/05/2018;0.9998;1.001;0.9988;0.9989;986742;USD
27/05/2018;0.9989;1.0;0.9983;0.9983;389144;USD
28/05/2018;0.9983;10.006;0.998;0.9999;693437;USD
29/05/2018;0.9999;10.022;0.9934;0.9983;1645548;USD
30/05/2018;1.0;10.044;0.9954;0.9987;1871588;USD
31/05/2018;0.9992;10.047;0.9968;0.9982;645254;USD
01/06/2018;0.996;0.9988;0.996;0.9988;414024;USD
02/06/2018;1.0;10.007;0.9959;0.9998;2036833;USD
03/06/2018;0.9951;10.007;0.9942;0.9997;1239960;USD
04/06/2018;0.9959;10.011;0.9928;0.9988;908548;USD
05/06/2018;0.9988;10.017;0.9976;0.9993;1175077;USD
06/06/2018;0.9992;0.9992;0.9972;0.9972;1367758;USD
07/06/2018;0.9972;10.001;0.9962;0.9987;1519556;USD
08/06/2018;0.9955;10.017;0.9955;0.999;294928;USD
09/06/2018;10.007;10.026;0.9972;0.9987;218153;USD
10/06/2018;10.055;10.055;0.9995;10.013;1390242;USD
11/06/2018;10.193;10.197;0.9975;10.004;1397918;USD
12/06/2018;10.004;10.131;0.9997;10.011;1102646;USD
13/06/2018;10.011;10.202;10.011;10.124;32656;USD
14/06/2018;10.124;10.124;10.007;10.007;2818662;USD
15/06/2018;10.164;10.164;10.004;10.004;2411159;USD
16/06/2018;10.289;10.299;0.9993;10.007;524205;USD
17/06/2018;10.246;10.269;10.005;10.008;752234;USD
18/06/2018;10.278;10.278;0.9995;0.9997;1112052;USD
19/06/2018;10.145;10.153;0.999;0.9999;1234219;USD
20/06/2018;0.9999;10.114;0.999;0.9992;741430;USD
21/06/2018;1.0;10.004;0.9957;0.9997;659143;USD
22/06/2018;10.002;10.013;10.002;10.013;1523443;USD
23/06/2018;10.264;10.264;10.041;10.041;306209;USD
24/06/2018;10.212;10.246;10.011;10.019;1890911;USD
25/06/2018;10.209;10.224;0.9915;10.003;1918657;USD
26/06/2018;1.016;1.016;0.9992;0.9997;1040472;USD
27/06/2018;10.072;10.111;0.9992;10.001;1095650;USD
28/06/2018;10.048;10.111;0.9984;10.111;18728;USD
29/06/2018;10.111;10.139;0.9989;0.9999;903521;USD
30/06/2018;10.121;10.121;0.9988;0.9988;1375680;USD
01/07/2018;0.9997;1.002;0.9949;0.998;407403;USD
02/07/2018;0.9948;0.9989;0.9948;0.9989;899170;USD
03/07/2018;0.9977;0.9999;0.9962;0.9992;627596;USD
04/07/2018;0.9992;10.049;0.9974;0.9989;809264;USD
05/07/2018;0.9989;10.065;0.9985;0.9993;531855;USD
06/07/2018;10.094;10.101;0.9964;0.9988;777362;USD
07/07/2018;10.057;10.063;0.9946;10.003;423200;USD
08/07/2018;10.044;1.005;0.9988;0.9994;270609;USD
09/07/2018;0.9994;10.047;0.9992;0.9992;627246;USD
10/07/2018;0.9992;10.069;0.9989;1.0;710001;USD
11/07/2018;10.091;10.129;0.999;10.021;660468;USD
12/07/2018;10.021;10.112;0.9983;0.9992;1115856;USD
13/07/2018;0.9991;10.127;0.9991;1.002;821088;USD
14/07/2018;1.002;10.159;0.9958;0.9994;1424435;USD
15/07/2018;10.045;10.127;0.9978;1.0;1277727;USD
